ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
COD,197.3911749,235.6326419,377.4279087,170.4663094,232.8114307,253.7619344,184.1347567,206.7225684,258.6190224,243.7635593,272.0760665,292.2956445,362.8285429,430.6908308,447.0011452,409.6200562,509.3002382,616.3482759,587.4426099,546.1435373,463.3280667,491.6370638,386.3290846,268.6997589,239.5164126,262.2248377,241.3797272,271.1605965,267.4895691,267.8202893,250.6815716,217.4928516,272.7593079,142.9654552,134.3275463,133.8382832,138.181988,138.2442434,102.666198,91.7010826,97.40719338,111.9710813,111.2393513,124.049698,133.1002707,158.7273182,175.1042702,198.4957712,185.2322376,210.7691771,244.8500521
CRI,354.9134346,334.8370102,345.4389777,353.9724108,374.5748196,396.5118722,416.0359034,447.5309908,480.6270695,540.4900482,576.9295675,647.8881765,781.7384152,832.2911261,955.5511277,1145.901902,1421.073235,1585.745312,1766.806127,2057.312053,1086.538146,1049.636981,1557.1258,1749.686548,1777.440163,1975.566228,2050.858072,2073.542332,2287.888571,2404.851282,2269.516518,2651.439766,2909.842483,3111.034977,3370.239518,3320.588726,3507.081998,3759.881075,4111.832583,4058.044574,4087.118987,4114.566939,4199.694784,4379.391064,4621.364124,5128.920364,5897.498163,6582.736332,6396.154084,7783.435606,8669.320413
CIV,171.6359695,172.5127542,195.6490451,227.4412949,217.9687483,232.7477985,235.8672598,267.2454416,271.6764349,277.6624712,288.6745104,321.7673081,416.5840739,486.7126607,589.4045367,674.0805738,865.6978327,1043.818192,1155.606731,1231.087928,977.1054392,840.3571244,728.5325252,700.1602768,686.9096259,868.6101322,923.0408844,906.2250499,833.1744926,891.0550882,837.3953129,861.1671369,825.8288219,602.4813869,773.708488,829.6138492,779.2911443,828.0759944,794.5994473,645.7656817,642.2152213,688.8559652,812.3976352,902.9864166,940.7521438,983.2914236,1102.882499,1282.267081,1238.708134,1207.84514,1241.561111
HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.552965,4025.822867,2299.659884,2349.250084,3135.136981,4721.697879,5193.904281,5140.349129,5577.96059,5067.558475,4861.67751,5191.901985,5974.075765,7689.956996,9237.116223,10090.36669,11228.62138,13376.00923,15695.82145,14053.78247,13326.50628,14434.70172
CUB,,,,,,,,,,653.2380917,779.5623039,901.3674037,1088.44027,1224.411871,1380.261716,1444.873403,1474.636367,1837.764035,2003.294684,2024.678974,2038.214587,2109.996725,2226.118644,2397.087966,2270.124431,2378.929831,2451.274589,2641.236214,2572.873458,2702.185284,2275.925901,2052.991446,2066.917658,2615.018812,2783.443297,2278.285342,2300.945851,2326.174356,2555.068738,2744.124479,2835.076661,2995.899528,3192.400519,3388.766954,3776.470549,4666.988169,5185.382272,5382.815961,,,
CYP,,,,,,,,,,,,,,,753.9957512,876.1479209,1104.200255,1431.89287,1895.109389,3143.117113,3028.987383,3121.596115,3112.584661,3265.290842,3453.795714,4338.847257,5121.532054,5809.811524,6076.161083,7293.308109,7368.04665,8633.065811,8048.581357,8870.049557,10813.96037,10703.39059,9998.00627,10520.98887,10563.28264,9874.977135,10067.07878,10774.17488,13344.33854,15570.64446,16461.39052,17586.11056,20545.49752,23509.21558,21587.8098,20959.28669,22384.04455
CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.861036,2782.962672,3240.533255,3800.960351,4448.874657,5595.615781,6291.138505,5770.887652,6203.713058,6044.981144,5724.824861,6288.80425,7685.088816,9335.666821,11156.66547,12705.60825,14445.72527,17467.432,21627.16158,18805.65064,18866.85523,20580.17767
DNK,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3366.068429,3730.62181,4525.817461,5966.277248,6609.436163,7824.975551,8610.205888,9601.170315,11617.03581,13516.41503,13607.06535,11788.17338,11516.09008,11576.33422,11290.86449,11968.61622,16866.49631,20941.26019,22074.35958,21443.03865,26422.82938,26520.38615,29043.65583,27102.85436,29502.09453,34773.67544,35043.36474,32248.95949,32738.68328,32685.31895,29980.15547,29946.38183,32344.31979,39443.26817,45282.068,47546.59459,50462.23358,57021.17318,62596.48854,56226.58015,56485.89444,59889.0051
DOM,190.9947668,232.775625,257.171126,271.4584467,227.7469052,244.6166517,249.5837056,252.6536196,279.848172,328.3437923,358.2343929,415.7285182,477.5887306,580.5941525,696.3619805,745.7539989,844.9959372,858.8134689,966.1396299,1138.229396,1218.872755,1305.491417,1381.646651,1618.778442,773.270238,918.3519783,855.6864255,772.8449269,941.9048269,976.3355041,1315.458239,1495.631946,1687.835222,1852.242783,2050.459494,2233.375213,2373.095064,2522.627373,2545.654799,2769.882322,2829.192446,2973.657145,2344.53392,2393.6463,3639.378824,3787.453472,4287.800701,4688.355278,4725.707444,5156.72852,5485.884706
ECU,210.8021207,200.5620567,211.0880997,228.3238383,457.9240662,452.6758724,462.1951938,453.9991135,531.6002219,475.1230372,444.316003,499.6582259,593.5035872,978.9128044,1115.89244,1277.119426,1507.865528,1587.782999,1839.045032,2260.783667,2688.306366,2395.601962,2011.127159,1934.459284,1913.523859,1666.937229,1480.873524,1352.400132,1404.977948,1505.323071,1639.686434,1707.263413,1747.670246,2050.318154,2159.138541,2182.706817,2386.709189,2323.556239,1598.83413,1462.32021,1914.449166,2191.009606,2442.269036,2704.665155,3012.752437,3337.400363,3574.877893,4255.851995,4236.777555,4500.591558,5035.242493
EGY,150.5618355,135.2901789,136.8125937,153.054248,159.3201647,162.1128248,165.0699194,176.2562566,193.2310353,211.3927522,222.4902298,230.9622323,248.2774601,228.0358189,283.405304,324.1849677,347.7014292,345.3003643,412.9566108,509.9375612,509.4149689,544.6182558,585.3190174,622.9439454,689.0156289,696.0957376,767.5322439,648.839948,718.1745077,765.5840863,644.2256203,717.0630967,785.371376,861.6366864,983.5020605,1088.6318,1243.168764,1323.70359,1393.453173,1509.58102,1452.766703,1286.192278,1194.306817,1116.925161,1249.49326,1472.570548,1757.760484,2156.762969,2461.530857,2803.532963,2972.366713
SLV,222.5503251,239.2951286,244.9018768,261.5102936,,,,,,,,,,,,,,,,,,,,,,,,,,898.3354923,978.9326832,1080.479466,1239.519275,1424.078949,1652.83054,1776.474423,1901.671507,2037.045209,2102.387698,2204.162078,2307.778454,2381.152897,2495.569186,2611.161072,2814.93504,3042.748428,3283.530558,3483.70942,3341.320201,3444.456148,3698.546188
ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1912945,139.8889723,157.9616444,169.6148805,199.670684,192.8164079,203.2320115,181.5155794,179.3116049,183.4325248,170.3394647,194.576027,237.7127366,226.2898568,240.5468163,252.9776299,256.4375698,334.0648852,368.7477582,439.5423714
EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629.019511,3339.859371,3609.826134,4035.564361,4150.033724,4143.930269,4572.91227,5386.3902,7270.283436,8912.793921,10330.28166,12503.09468,16392.72413,17738.48226,14263.98614,14062.23289,16534.22054
ETH,,,,,,,,,,,,,,,,,,,,,201.3923529,206.1171017,222.2397779,203.4444088,230.7357477,232.1502249,240.2900883,241.0224327,245.2716972,251.4963377,268.60482,202.0966256,164.2411436,124.5502898,133.3778457,144.2296445,146.7513969,129.413422,121.9950736,123.8869067,120.2025771,111.3826214,118.8783667,135.74312,161.5734727,193.6923582,243.120062,325.1050267,379.4166131,341.0772185,354.712625
FIN,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2436.341684,2683.909177,3139.88051,4123.5765,5234.647834,6181.200084,6659.59229,6985.092202,7538.150382,9221.335185,11090.54555,10789.89906,10809.58258,10355.68751,10675.99906,11215.32922,14704.69661,18257.04457,21668.46656,23526.65971,27852.29213,24991.46168,21850.73356,17240.23292,19776.73638,25609.13824,25037.85381,23928.21124,25179.59983,25229.59582,23529.53846,24025.11823,25993.83997,31508.87523,36162.65601,37318.79732,39487.05406,46538.17128,51186.48516,44837.71087,43863.96693,48842.96239
FRA,1445.151914,1590.196487,1756.804062,1922.697598,2045.442146,2193.06134,2350.344029,2537.313463,2731.540442,2821.830362,3128.738468,3807.638653,4911.357945,5257.723804,6581.168213,6760.227266,7429.3853,9129.92943,11003.86271,12500.29078,10903.85388,10294.31951,9801.341523,9235.038864,9564.167447,13271.24207,15968.19559,17319.95194,17328.28417,21300.82099,21268.24832,23330.2662,21944.03553,23059.24565,26403.14068,26321.72739,23705.83936,24405.8895,24075.04343,21774.94473,21812.19143,23494.40841,28794.07109,32784.83759,33818.96875,35457.04618,40341.91492,43991.69953,40487.8939,39186.02244,42521.81295
GAB,332.7720383,358.8833894,299.5184685,412.2037765,425.7827783,453.6852743,490.9503927,521.1095146,551.1124488,549.5955725,635.4122796,703.4565233,1159.463727,2430.619003,3328.724905,4545.689314,4150.751629,3450.337195,4273.424487,5891.134103,5186.871665,4737.851058,4328.218085,4427.909278,4043.357961,4010.63118,3762.846914,4277.531604,4543.95728,6287.392948,5555.478791,5598.980833,4269.520409,3980.747348,4589.496721,5135.789908,4683.278453,3843.395824,3899.086639,4135.25406,3754.363924,3836.796681,4601.604454,5328.485186,6281.954684,6756.271159,7994.304825,10609.54208,7948.986361,9342.714574,11788.54857
GMB,,,,,,108.314645,112.1554125,96.7313637,103.6440391,116.9194529,121.098443,124.6698378,153.488279,189.5029864,221.0446538,209.1516377,250.2489484,302.6146326,353.9449806,398.8992418,349.7971746,333.3074097,317.0515308,252.9477562,308.3305895,242.1699306,274.3653184,316.3146216,322.4441049,345.8550221,727.0419851,729.0793623,748.8687622,720.1508414,737.5114541,773.9904929,713.0819428,724.8393765,682.8385699,637.1042713,542.6821764,442.5269099,361.1578366,415.8139687,434.4954445,441.9196561,522.3399183,612.0285776,553.0993514,566.3353254,517.752432
GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.410842,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.873047,1469.974624,1764.870436,2317.988501,2919.690052,2440.961318,2613.681413,3219.558512
DEU,,,,,,,,,,2672.018304,3089.070658,3686.970317,4883.812831,5457.011296,6035.008415,6420.640306,7434.897758,9175.900461,10916.79808,11746.4041,9879.457435,9593.657326,9545.859342,9012.479369,9125.12102,13027.19502,16139.05162,17352.34321,17190.82613,21583.84352,22603.61647,25604.72543,24735.62024,26375.84573,30887.86549,29749.97126,26296.53061,26547.77535,25956.63741,22945.70885,22840.27405,24325.66645,29367.40894,33040.05141,33542.78138,35237.60326,40402.99008,44132.04182,40275.25076,40163.8174,44021.21969
